GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AOB001
"G2002010","1880","Kansas","200","Washington","2010","Washington",14910
"G2002030","1880","Kansas","200","Wichita","2030","Wichita",14
"G2002050","1880","Kansas","200","Wilson","2050","Wilson",13775
"G2002070","1880","Kansas","200","Woodson","2070","Woodson",6535
"G2002090","1880","Kansas","200","Wyandotte","2090","Wyandotte",19143
"G2100010","1880","Kentucky","210","Adair","0010","Adair",13078
"G2100030","1880","Kentucky","210","Allen","0030","Allen",12089
"G2100050","1880","Kentucky","210","Anderson","0050","Anderson",9361
"G2100070","1880","Kentucky","210","Ballard","0070","Ballard",14378
"G2100090","1880","Kentucky","210","Barren","0090","Barren",22321
"G2100110","1880","Kentucky","210","Bath","0110","Bath",11982
"G2100130","1880","Kentucky","210","Bell","0130","Bell",6055
"G2100150","1880","Kentucky","210","Boone","0150","Boone",11996
"G2100170","1880","Kentucky","210","Bourbon","0170","Bourbon",15956
"G2100190","1880","Kentucky","210","Boyd","0190","Boyd",12165
"G2100210","1880","Kentucky","210","Boyle","0210","Boyle",11930
"G2100230","1880","Kentucky","210","Bracken","0230","Bracken",13509
"G2100250","1880","Kentucky","210","Breathitt","0250","Breathitt",7742
"G2100270","1880","Kentucky","210","Breckinridge","0270","Breckinridge",17486
"G2100290","1880","Kentucky","210","Bullitt","0290","Bullitt",8521
"G2100310","1880","Kentucky","210","Butler","0310","Butler",12181
"G2100330","1880","Kentucky","210","Caldwell","0330","Caldwell",11282
"G2100350","1880","Kentucky","210","Calloway","0350","Calloway",13295
"G2100370","1880","Kentucky","210","Campbell","0370","Campbell",37440
"G2100410","1880","Kentucky","210","Carroll","0410","Carroll",8953
"G2100430","1880","Kentucky","210","Carter","0430","Carter",12345
"G2100450","1880","Kentucky","210","Casey","0450","Casey",10983
"G2100470","1880","Kentucky","210","Christian","0470","Christian",31682
"G2100490","1880","Kentucky","210","Clark","0490","Clark",12115
"G2100510","1880","Kentucky","210","Clay","0510","Clay",10222
"G2100530","1880","Kentucky","210","Clinton","0530","Clinton",7212
"G2100550","1880","Kentucky","210","Crittenden","0550","Crittenden",11688
"G2100570","1880","Kentucky","210","Cumberland","0570","Cumberland",8894
"G2100590","1880","Kentucky","210","Daviess","0590","Daviess",27730
"G2100610","1880","Kentucky","210","Edmonson","0610","Edmonson",7222
"G2100630","1880","Kentucky","210","Elliott","0630","Elliott",6567
"G2100650","1880","Kentucky","210","Estill","0650","Estill",9860
"G2100670","1880","Kentucky","210","Fayette","0670","Fayette",29023
"G2100690","1880","Kentucky","210","Fleming","0690","Fleming",15221
"G2100710","1880","Kentucky","210","Floyd","0710","Floyd",10176
"G2100730","1880","Kentucky","210","Franklin","0730","Franklin",18699
"G2100750","1880","Kentucky","210","Fulton","0750","Fulton",7977
"G2100770","1880","Kentucky","210","Gallatin","0770","Gallatin",4832
"G2100790","1880","Kentucky","210","Garrard","0790","Garrard",11704
"G2100810","1880","Kentucky","210","Grant","0810","Grant",13083
"G2100830","1880","Kentucky","210","Graves","0830","Graves",24138
"G2100850","1880","Kentucky","210","Grayson","0850","Grayson",15784
"G2100870","1880","Kentucky","210","Green","0870","Green",11871
"G2100890","1880","Kentucky","210","Greenup","0890","Greenup",13371
"G2100910","1880","Kentucky","210","Hancock","0910","Hancock",8563
"G2100930","1880","Kentucky","210","Hardin","0930","Hardin",22564
"G2100950","1880","Kentucky","210","Harlan","0950","Harlan",5278
"G2100970","1880","Kentucky","210","Harrison","0970","Harrison",16504
"G2100990","1880","Kentucky","210","Hart","0990","Hart",17133
"G2101010","1880","Kentucky","210","Henderson","1010","Henderson",24515
"G2101030","1880","Kentucky","210","Henry","1030","Henry",14492
"G2101050","1880","Kentucky","210","Hickman","1050","Hickman",10651
"G2101070","1880","Kentucky","210","Hopkins","1070","Hopkins",19122
"G2101090","1880","Kentucky","210","Jackson","1090","Jackson",6678
"G2101110","1880","Kentucky","210","Jefferson","1110","Jefferson",146010
"G2101130","1880","Kentucky","210","Jessamine","1130","Jessamine",10864
"G2101150","1880","Kentucky","210","Johnson","1150","Johnson",9155
"G2101170","1880","Kentucky","210","Kenton","1170","Kenton",43983
"G2101210","1880","Kentucky","210","Knox","1210","Knox",10587
"G2101230","1880","Kentucky","210","Larue","1230","Larue",9793
"G2101250","1880","Kentucky","210","Laurel","1250","Laurel",9131
"G2101270","1880","Kentucky","210","Lawrence","1270","Lawrence",13262
"G2101290","1880","Kentucky","210","Lee","1290","Lee",4254
"G2101310","1880","Kentucky","210","Leslie","1310","Leslie",3740
"G2101330","1880","Kentucky","210","Letcher","1330","Letcher",6601
"G2101350","1880","Kentucky","210","Lewis","1350","Lewis",13154
"G2101370","1880","Kentucky","210","Lincoln","1370","Lincoln",15080
"G2101390","1880","Kentucky","210","Livingston","1390","Livingston",9165
"G2101410","1880","Kentucky","210","Logan","1410","Logan",24358
"G2101430","1880","Kentucky","210","Lyon","1430","Lyon",6768
"G2101450","1880","Kentucky","210","McCracken","1450","Mccracken",16262
"G2101490","1880","Kentucky","210","McLean","1490","Mclean",9293
"G2101510","1880","Kentucky","210","Madison","1510","Madison",22052
"G2101530","1880","Kentucky","210","Magoffin","1530","Magoffin",6944
"G2101550","1880","Kentucky","210","Marion","1550","Marion",14693
"G2101570","1880","Kentucky","210","Marshall","1570","Marshall",9647
"G2101590","1880","Kentucky","210","Martin","1590","Martin",3057
"G2101610","1880","Kentucky","210","Mason","1610","Mason",20469
"G2101630","1880","Kentucky","210","Meade","1630","Meade",10323
"G2101650","1880","Kentucky","210","Menifee","1650","Menifee",3755
"G2101670","1880","Kentucky","210","Mercer","1670","Mercer",14142
"G2101690","1880","Kentucky","210","Metcalfe","1690","Metcalfe",9423
"G2101710","1880","Kentucky","210","Monroe","1710","Monroe",10741
"G2101730","1880","Kentucky","210","Montgomery","1730","Montgomery",10566
"G2101750","1880","Kentucky","210","Morgan","1750","Morgan",8455
"G2101770","1880","Kentucky","210","Muhlenberg","1770","Muhlenberg",15098
"G2101790","1880","Kentucky","210","Nelson","1790","Nelson",16609
"G2101810","1880","Kentucky","210","Nicholas","1810","Nicholas",11869
"G2101830","1880","Kentucky","210","Ohio","1830","Ohio",19669
"G2101850","1880","Kentucky","210","Oldham","1850","Oldham",7667
"G2101870","1880","Kentucky","210","Owen","1870","Owen",17401
"G2101890","1880","Kentucky","210","Owsley","1890","Owsley",4942
"G2101910","1880","Kentucky","210","Pendleton","1910","Pendleton",16702
"G2101930","1880","Kentucky","210","Perry","1930","Perry",5607
"G2101950","1880","Kentucky","210","Pike","1950","Pike",13001
"G2101970","1880","Kentucky","210","Powell","1970","Powell",3639
"G2101990","1880","Kentucky","210","Pulaski","1990","Pulaski",21318
"G2102010","1880","Kentucky","210","Robertson","2010","Robertson",5814
"G2102030","1880","Kentucky","210","Rockcastle","2030","Rockcastle",9670
"G2102050","1880","Kentucky","210","Rowan","2050","Rowan",4420
"G2102070","1880","Kentucky","210","Russell","2070","Russell",7591
"G2102090","1880","Kentucky","210","Scott","2090","Scott",14965
"G2102110","1880","Kentucky","210","Shelby","2110","Shelby",16813
"G2102130","1880","Kentucky","210","Simpson","2130","Simpson",10641
"G2102150","1880","Kentucky","210","Spencer","2150","Spencer",7040
"G2102170","1880","Kentucky","210","Taylor","2170","Taylor",9259
"G2102190","1880","Kentucky","210","Todd","2190","Todd",15994
"G2102210","1880","Kentucky","210","Trigg","2210","Trigg",14489
"G2102230","1880","Kentucky","210","Trimble","2230","Trimble",7171
"G2102250","1880","Kentucky","210","Union","2250","Union",17809
"G2102270","1880","Kentucky","210","Warren","2270","Warren",27531
"G2102290","1880","Kentucky","210","Washington","2290","Washington",14419
"G2102310","1880","Kentucky","210","Wayne","2310","Wayne",12512
"G2102330","1880","Kentucky","210","Webster","2330","Webster",14246
"G2102350","1880","Kentucky","210","Whitley","2350","Whitley",12000
"G2102370","1880","Kentucky","210","Wolfe","2370","Wolfe",5638
"G2102390","1880","Kentucky","210","Woodford","2390","Woodford",11800
"G2200050","1880","Louisiana","220","Ascension","0050","Ascension",16895
"G2200070","1880","Louisiana","220","Assumption","0070","Assumption",17010
"G2200090","1880","Louisiana","220","Avoyelles","0090","Avoyelles",16747
"G2200130","1880","Louisiana","220","Bienville","0130","Bienville",10442
"G2200150","1880","Louisiana","220","Bossier","0150","Bossier",16042
"G2200170","1880","Louisiana","220","Caddo","0170","Caddo",26296
"G2200190","1880","Louisiana","220","Calcasieu","0190","Calcasieu",12484
"G2200210","1880","Louisiana","220","Caldwell","0210","Caldwell",5767
"G2200230","1880","Louisiana","220","Cameron","0230","Cameron",2416
"G2200250","1880","Louisiana","220","Catahoula","0250","Catahoula",10277
"G2200270","1880","Louisiana","220","Claiborne","0270","Claiborne",18837
"G2200290","1880","Louisiana","220","Concordia","0290","Concordia",14914
"G2200310","1880","Louisiana","220","De Soto","0310","De Soto",15603
"G2200330","1880","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",19966
"G2200350","1880","Louisiana","220","East Carroll","0350","East Carroll",12134
"G2200370","1880","Louisiana","220","East Feliciana","0370","East Feliciana",15132
"G2200410","1880","Louisiana","220","Franklin","0410","Franklin",6495
"G2200430","1880","Louisiana","220","Grant","0430","Grant",6188
"G2200450","1880","Louisiana","220","Iberia","0450","Iberia",16676
"G2200470","1880","Louisiana","220","Iberville","0470","Iberville",17544
"G2200490","1880","Louisiana","220","Jackson","0490","Jackson",5328
"G2200510","1880","Louisiana","220","Jefferson","0510","Jefferson",12166
"G2200550","1880","Louisiana","220","Lafayette","0550","Lafayette",13235
"G2200570","1880","Louisiana","220","Lafourche","0570","Lafourche",19113
"G2200610","1880","Louisiana","220","Lincoln","0610","Lincoln",11075
"G2200630","1880","Louisiana","220","Livingston","0630","Livingston",5258
"G2200650","1880","Louisiana","220","Madison","0650","Madison",13906
"G2200670","1880","Louisiana","220","Morehouse","0670","Morehouse",14206
"G2200690","1880","Louisiana","220","Natchitoches","0690","Natchitoches",19707
"G2200710","1880","Louisiana","220","Orleans","0710","Orleans",216090
"G2200730","1880","Louisiana","220","Ouachita","0730","Ouachita",14685
"G2200750","1880","Louisiana","220","Plaquemines","0750","Plaquemines",11575
"G2200770","1880","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",17785
"G2200790","1880","Louisiana","220","Rapides","0790","Rapides",23563
"G2200810","1880","Louisiana","220","Red River","0810","Red River",8573
"G2200830","1880","Louisiana","220","Richland","0830","Richland",8440
"G2200850","1880","Louisiana","220","Sabine","0850","Sabine",7344
"G2200870","1880","Louisiana","220","St Bernard","0870","St Bernard",4405
"G2200890","1880","Louisiana","220","St Charles","0890","St Charles",7161
"G2200910","1880","Louisiana","220","St Helena","0910","St Helena",7504
"G2200930","1880","Louisiana","220","St James","0930","St James",14714
"G2200950","1880","Louisiana","220","St John The Baptist","0950","St John The Baptist",9686
"G2200970","1880","Louisiana","220","St Landry","0970","St Landry",40004
"G2200990","1880","Louisiana","220","St Martin","0990","St Martin",12663
"G2201010","1880","Louisiana","220","St Mary","1010","St Mary",19891
"G2201030","1880","Louisiana","220","St Tammany","1030","St Tammany",6887
"G2201050","1880","Louisiana","220","Tangipahoa","1050","Tangipahoa",9638
"G2201070","1880","Louisiana","220","Tensas","1070","Tensas",17815
"G2201090","1880","Louisiana","220","Terrebonne","1090","Terrebonne",17957
"G2201110","1880","Louisiana","220","Union","1110","Union",13526
"G2201130","1880","Louisiana","220","Vermillion","1130","Vermillion",8728
"G2201150","1880","Louisiana","220","Vernon","1150","Vernon",5160
"G2201170","1880","Louisiana","220","Washington","1170","Washington",5190
"G2201190","1880","Louisiana","220","Webster","1190","Webster",10005
"G2201210","1880","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",7667
"G2201230","1880","Louisiana","220","West Carroll","1230","West Carroll",2776
"G2201250","1880","Louisiana","220","West Feliciana","1250","West Feliciana",12809
"G2201270","1880","Louisiana","220","Winn","1270","Winn",5846
"G2300010","1880","Maine","230","Androscoggin","0010","Androscoggin",45042
"G2300030","1880","Maine","230","Aroostook","0030","Aroostook",41700
"G2300050","1880","Maine","230","Cumberland","0050","Cumberland",86359
"G2300070","1880","Maine","230","Franklin","0070","Franklin",18180
"G2300090","1880","Maine","230","Hancock","0090","Hancock",38129
"G2300110","1880","Maine","230","Kennebec","0110","Kennebec",53058
"G2300130","1880","Maine","230","Knox","0130","Knox",32863
"G2300150","1880","Maine","230","Lincoln","0150","Lincoln",24821
"G2300170","1880","Maine","230","Oxford","0170","Oxford",32627
"G2300190","1880","Maine","230","Penobscot","0190","Penobscot",70476
"G2300210","1880","Maine","230","Piscataquis","0210","Piscataquis",14872
"G2300230","1880","Maine","230","Sagadahoc","0230","Sagadahoc",19272
"G2300250","1880","Maine","230","Somerset","0250","Somerset",32333
"G2300270","1880","Maine","230","Waldo","0270","Waldo",32463
"G2300290","1880","Maine","230","Washington","0290","Washington",44484
"G2300310","1880","Maine","230","York","0310","York",62257
"G2400010","1880","Maryland","240","Allegany","0010","Allegany",38012
"G2400030","1880","Maryland","240","Anne Arundel","0030","Anne Arundel",28526
"G2400050","1880","Maryland","240","Baltimore","0050","Baltimore",83336
"G2400090","1880","Maryland","240","Calvert","0090","Calvert",10538
"G2400110","1880","Maryland","240","Caroline","0110","Caroline",13766
"G2400130","1880","Maryland","240","Carroll","0130","Carroll",30992
"G2400150","1880","Maryland","240","Cecil","0150","Cecil",27108
"G2400170","1880","Maryland","240","Charles","0170","Charles",18548
"G2400190","1880","Maryland","240","Dorchester","0190","Dorchester",23110
"G2400210","1880","Maryland","240","Frederick","0210","Frederick",50482
"G2400230","1880","Maryland","240","Garrett","0230","Garrett",12175
"G2400250","1880","Maryland","240","Harford","0250","Harford",28042
"G2400270","1880","Maryland","240","Howard","0270","Howard",16140
"G2400290","1880","Maryland","240","Kent","0290","Kent",17605
"G2400310","1880","Maryland","240","Montgomery","0310","Montgomery",24759
"G2400330","1880","Maryland","240","Prince Georges","0330","Prince Georges",26451
"G2400350","1880","Maryland","240","Queen Anne's","0350","Queen Anne's",19257
"G2400370","1880","Maryland","240","St Mary's","0370","St Mary's",16934
"G2400390","1880","Maryland","240","Somerset","0390","Somerset",21668
"G2400410","1880","Maryland","240","Talbot","0410","Talbot",19065
"G2400430","1880","Maryland","240","Washington","0430","Washington",38561
"G2400450","1880","Maryland","240","Wicomico","0450","Wicomico",18016
"G2400470","1880","Maryland","240","Worcester","0470","Worcester",19539
"G2405100","1880","Maryland","240","Baltimore City","5100","Baltimore City",332313
"G2500010","1880","Massachusetts","250","Barnstable","0010","Barnstable",31897
"G2500030","1880","Massachusetts","250","Berkshire","0030","Berkshire",69032
"G2500050","1880","Massachusetts","250","Bristol","0050","Bristol",139040
"G2500070","1880","Massachusetts","250","Dukes","0070","Dukes",4300
"G2500090","1880","Massachusetts","250","Essex","0090","Essex",244535
"G2500110","1880","Massachusetts","250","Franklin","0110","Franklin",36001
"G2500130","1880","Massachusetts","250","Hampden","0130","Hampden",104142
"G2500150","1880","Massachusetts","250","Hampshire","0150","Hampshire",47232
"G2500170","1880","Massachusetts","250","Middlesex","0170","Middlesex",317830
"G2500190","1880","Massachusetts","250","Nantucket","0190","Nantucket",3727
"G2500210","1880","Massachusetts","250","Norfolk","0210","Norfolk",96507
"G2500230","1880","Massachusetts","250","Plymouth","0230","Plymouth",74018
"G2500250","1880","Massachusetts","250","Suffolk","0250","Suffolk",387927
"G2500270","1880","Massachusetts","250","Worcester","0270","Worcester",226897
"G2600010","1880","Michigan","260","Alcona","0010","Alcona",3107
"G2600050","1880","Michigan","260","Allegan","0050","Allegan",37815
"G2600070","1880","Michigan","260","Alpena","0070","Alpena",8789
"G2600090","1880","Michigan","260","Antrim","0090","Antrim",5237
"G2600130","1880","Michigan","260","Baraga","0130","Baraga",1804
"G2600150","1880","Michigan","260","Barry","0150","Barry",25317
"G2600170","1880","Michigan","260","Bay","0170","Bay",38081
"G2600190","1880","Michigan","260","Benzie","0190","Benzie",3433
"G2600210","1880","Michigan","260","Berrien","0210","Berrien",36785
"G2600230","1880","Michigan","260","Branch","0230","Branch",27941
"G2600250","1880","Michigan","260","Calhoun","0250","Calhoun",38452
"G2600270","1880","Michigan","260","Cass","0270","Cass",22009
"G2600290","1880","Michigan","260","Charlevoix","0290","Charlevoix",5115
"G2600310","1880","Michigan","260","Cheboygan","0310","Cheboygan",6524
"G2600330","1880","Michigan","260","Chippewa","0330","Chippewa",5248
"G2600350","1880","Michigan","260","Clare","0350","Clare",4187
"G2600370","1880","Michigan","260","Clinton","0370","Clinton",28100
"G2600390","1880","Michigan","260","Crawford","0390","Crawford",1159
"G2600410","1880","Michigan","260","Delta","0410","Delta",6812
"G2600450","1880","Michigan","260","Eaton","0450","Eaton",31225
"G2600470","1880","Michigan","260","Emmet","0470","Emmet",6639
"G2600490","1880","Michigan","260","Genesee","0490","Genesee",39220
"G2600510","1880","Michigan","260","Gladwin","0510","Gladwin",1127
"G2600550","1880","Michigan","260","Grand Traverse","0550","Grand Traverse",8422
"G2600570","1880","Michigan","260","Gratiot","0570","Gratiot",21936
"G2600590","1880","Michigan","260","Hillsdale","0590","Hillsdale",32723
"G2600610","1880","Michigan","260","Houghton","0610","Houghton",22473
"G2600630","1880","Michigan","260","Huron","0630","Huron",20089
"G2600650","1880","Michigan","260","Ingham","0650","Ingham",33676
"G2600670","1880","Michigan","260","Ionia","0670","Ionia",33872
"G2600690","1880","Michigan","260","Iosco","0690","Iosco",6873
"G2600730","1880","Michigan","260","Isabella","0730","Isabella",12159
"G2600735","1880","Michigan","260","Isle Royale","0735","Isle Royale",55
"G2600750","1880","Michigan","260","Jackson","0750","Jackson",42031
"G2600770","1880","Michigan","260","Kalamazoo","0770","Kalamazoo",34342
"G2600790","1880","Michigan","260","Kalkaska","0790","Kalkaska",2937
"G2600810","1880","Michigan","260","Kent","0810","Kent",73253
"G2600830","1880","Michigan","260","Keweenaw","0830","Keweenaw",4270
"G2600850","1880","Michigan","260","Lake","0850","Lake",3233
"G2600870","1880","Michigan","260","Lapeer","0870","Lapeer",30138
"G2600890","1880","Michigan","260","Leelanau","0890","Leelanau",6253
"G2600910","1880","Michigan","260","Lenawee","0910","Lenawee",48343
"G2600930","1880","Michigan","260","Livingston","0930","Livingston",22251
"G2600970","1880","Michigan","260","Mackinac","0970","Mackinac",2902
"G2600990","1880","Michigan","260","Macomb","0990","Macomb",31627
"G2601010","1880","Michigan","260","Manistee","1010","Manistee",12532
"G2601015","1880","Michigan","260","Manitou","1015","Manitou",1334
"G2601030","1880","Michigan","260","Marquette","1030","Marquette",25394
"G2601050","1880","Michigan","260","Mason","1050","Mason",10065
"G2601070","1880","Michigan","260","Mecosta","1070","Mecosta",13973
"G2601090","1880","Michigan","260","Menominee","1090","Menominee",11987
"G2601110","1880","Michigan","260","Midland","1110","Midland",6893
"G2601130","1880","Michigan","260","Missaukee","1130","Missaukee",1553
"G2601150","1880","Michigan","260","Monroe","1150","Monroe",33624
"G2601170","1880","Michigan","260","Montcalm","1170","Montcalm",33148
"G2601210","1880","Michigan","260","Muskegon","1210","Muskegon",26586
"G2601230","1880","Michigan","260","Newaygo","1230","Newaygo",14688
"G2601250","1880","Michigan","260","Oakland","1250","Oakland",41537
"G2601270","1880","Michigan","260","Oceana","1270","Oceana",11699
"G2601290","1880","Michigan","260","Ogemaw","1290","Ogemaw",1914
"G2601310","1880","Michigan","260","Ontonagon","1310","Ontonagon",2565
"G2601330","1880","Michigan","260","Osceola","1330","Osceola",10777
"G2601350","1880","Michigan","260","Oscoda","1350","Oscoda",467
"G2601370","1880","Michigan","260","Otsego","1370","Otsego",1974
"G2601390","1880","Michigan","260","Ottawa","1390","Ottawa",33126
"G2601410","1880","Michigan","260","Presque Isle","1410","Presque Isle",3113
"G2601430","1880","Michigan","260","Roscommon","1430","Roscommon",1459
"G2601450","1880","Michigan","260","Saginaw","1450","Saginaw",59095
"G2601470","1880","Michigan","260","St Clair","1470","St Clair",46197
"G2601490","1880","Michigan","260","St Joseph","1490","St Joseph",26626
"G2601510","1880","Michigan","260","Sanilac","1510","Sanilac",26341
"G2601530","1880","Michigan","260","Schoolcraft","1530","Schoolcraft",1575
"G2601550","1880","Michigan","260","Shiawassee","1550","Shiawassee",27059
"G2601570","1880","Michigan","260","Tuscola","1570","Tuscola",25738
"G2601590","1880","Michigan","260","Van Buren","1590","Van Buren",30807
"G2601610","1880","Michigan","260","Washtenaw","1610","Washtenaw",41848
"G2601630","1880","Michigan","260","Wayne","1630","Wayne",166444
"G2601650","1880","Michigan","260","Wexford","1650","Wexford",6815
"G2700010","1880","Minnesota","270","Aitkin","0010","Aitkin",366
"G2700030","1880","Minnesota","270","Anoka","0030","Anoka",7108
"G2700050","1880","Minnesota","270","Becker","0050","Becker",5218
"G2700070","1880","Minnesota","270","Beltrami","0070","Beltrami",10
"G2700090","1880","Minnesota","270","Benton","0090","Benton",3012
"G2700110","1880","Minnesota","270","Big Stone","0110","Big Stone",3688
"G2700130","1880","Minnesota","270","Blue Earth","0130","Blue Earth",22889
"G2700150","1880","Minnesota","270","Brown","0150","Brown",12018
"G2700170","1880","Minnesota","270","Carlton","0170","Carlton",1230
"G2700190","1880","Minnesota","270","Carver","0190","Carver",14140
"G2700210","1880","Minnesota","270","Cass","0210","Cass",486
"G2700230","1880","Minnesota","270","Chippewa","0230","Chippewa",5408
"G2700250","1880","Minnesota","270","Chisago","0250","Chisago",7982
"G2700270","1880","Minnesota","270","Clay","0270","Clay",5887
"G2700310","1880","Minnesota","270","Cook","0310","Cook",65
"G2700330","1880","Minnesota","270","Cottonwood","0330","Cottonwood",5533
"G2700350","1880","Minnesota","270","Crow Wing","0350","Crow Wing",2319
"G2700370","1880","Minnesota","270","Dakota","0370","Dakota",17391
"G2700390","1880","Minnesota","270","Dodge","0390","Dodge",11344
"G2700410","1880","Minnesota","270","Douglas","0410","Douglas",9130
"G2700430","1880","Minnesota","270","Faribault","0430","Faribault",13016
"G2700450","1880","Minnesota","270","Fillmore","0450","Fillmore",28162
"G2700470","1880","Minnesota","270","Freeborn","0470","Freeborn",16069
"G2700490","1880","Minnesota","270","Goodhue","0490","Goodhue",29651
"G2700510","1880","Minnesota","270","Grant","0510","Grant",3004
"G2700530","1880","Minnesota","270","Hennepin","0530","Hennepin",67013
"G2700550","1880","Minnesota","270","Houston","0550","Houston",16332
"G2700590","1880","Minnesota","270","Isanti","0590","Isanti",5063
"G2700610","1880","Minnesota","270","Itasca","0610","Itasca",124
"G2700630","1880","Minnesota","270","Jackson","0630","Jackson",4806
"G2700650","1880","Minnesota","270","Kanabec","0650","Kanabec",505
"G2700670","1880","Minnesota","270","Kandiyohi","0670","Kandiyohi",10159
"G2700690","1880","Minnesota","270","Kittson","0690","Kittson",905
"G2700730","1880","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",4891
"G2700750","1880","Minnesota","270","Lake","0750","Lake",106
"G2700790","1880","Minnesota","270","Le Sueur","0790","Le Sueur",16103
"G2700810","1880","Minnesota","270","Lincoln","0810","Lincoln",2945
"G2700830","1880","Minnesota","270","Lyon","0830","Lyon",6257
"G2700850","1880","Minnesota","270","McLeod","0850","Mcleod",12342
"G2700890","1880","Minnesota","270","Marshall","0890","Marshall",992
"G2700910","1880","Minnesota","270","Martin","0910","Martin",5249
"G2700930","1880","Minnesota","270","Meeker","0930","Meeker",11739
"G2700950","1880","Minnesota","270","Mille Lacs","0950","Mille Lacs",1501
"G2700970","1880","Minnesota","270","Morrison","0970","Morrison",5875
"G2700990","1880","Minnesota","270","Mower","0990","Mower",16799
"G2701010","1880","Minnesota","270","Murray","1010","Murray",3604
"G2701030","1880","Minnesota","270","Nicollet","1030","Nicollet",12333
"G2701050","1880","Minnesota","270","Nobles","1050","Nobles",4435
"G2701090","1880","Minnesota","270","Olmsted","1090","Olmsted",21543
"G2701110","1880","Minnesota","270","Otter Tail","1110","Otter Tail",18675
"G2701150","1880","Minnesota","270","Pine","1150","Pine",1365
"G2701170","1880","Minnesota","270","Pipestone","1170","Pipestone",2092
"G2701190","1880","Minnesota","270","Polk","1190","Polk",11433
"G2701210","1880","Minnesota","270","Pope","1210","Pope",5874
"G2701230","1880","Minnesota","270","Ramsey","1230","Ramsey",45890
"G2701270","1880","Minnesota","270","Redwood","1270","Redwood",5375
"G2701290","1880","Minnesota","270","Renville","1290","Renville",10791
"G2701310","1880","Minnesota","270","Rice","1310","Rice",22481
"G2701330","1880","Minnesota","270","Rock","1330","Rock",3669
"G2701370","1880","Minnesota","270","St Louis","1370","St Louis",4504
"G2701390","1880","Minnesota","270","Scott","1390","Scott",13516
"G2701410","1880","Minnesota","270","Sherburne","1410","Sherburne",3855
"G2701430","1880","Minnesota","270","Sibley","1430","Sibley",10637
"G2701450","1880","Minnesota","270","Stearns","1450","Stearns",21956
"G2701470","1880","Minnesota","270","Steele","1470","Steele",12460
"G2701490","1880","Minnesota","270","Stevens","1490","Stevens",3911
"G2701510","1880","Minnesota","270","Swift","1510","Swift",7473
"G2701530","1880","Minnesota","270","Todd","1530","Todd",6133
"G2701550","1880","Minnesota","270","Traverse","1550","Traverse",1507
"G2701570","1880","Minnesota","270","Wabasha","1570","Wabasha",18206
"G2701590","1880","Minnesota","270","Wadena","1590","Wadena",2080
"G2701610","1880","Minnesota","270","Waseca","1610","Waseca",12385
"G2701630","1880","Minnesota","270","Washington","1630","Washington",19563
"G2701650","1880","Minnesota","270","Watonwan","1650","Watonwan",5104
"G2701670","1880","Minnesota","270","Wilkin","1670","Wilkin",1906
"G2701690","1880","Minnesota","270","Winona","1690","Winona",27197
"G2701710","1880","Minnesota","270","Wright","1710","Wright",18104
"G2701730","1880","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",5884
"G2800010","1880","Mississippi","280","Adams","0010","Adams",22649
"G2800030","1880","Mississippi","280","Alcorn","0030","Alcorn",14272
"G2800050","1880","Mississippi","280","Amite","0050","Amite",14004
"G2800070","1880","Mississippi","280","Attala","0070","Attala",19988
"G2800090","1880","Mississippi","280","Benton","0090","Benton",11023
"G2800110","1880","Mississippi","280","Bolivar","0110","Bolivar",18652
"G2800130","1880","Mississippi","280","Calhoun","0130","Calhoun",13492
"G2800150","1880","Mississippi","280","Carroll","0150","Carroll",17795
"G2800170","1880","Mississippi","280","Chickasaw","0170","Chickasaw",17905
"G2800190","1880","Mississippi","280","Choctaw","0190","Choctaw",9036
"G2800210","1880","Mississippi","280","Claiborne","0210","Claiborne",16768
"G2800230","1880","Mississippi","280","Clarke","0230","Clarke",15021
"G2800250","1880","Mississippi","280","Clay","0250","Clay",17367
"G2800270","1880","Mississippi","280","Coahoma","0270","Coahoma",13568
"G2800290","1880","Mississippi","280","Copiah","0290","Copiah",27552
"G2800310","1880","Mississippi","280","Covington","0310","Covington",5993
"G2800330","1880","Mississippi","280","De Soto","0330","De Soto",22924
"G2800370","1880","Mississippi","280","Franklin","0370","Franklin",9729
"G2800410","1880","Mississippi","280","Greene","0410","Greene",3194
"G2800430","1880","Mississippi","280","Grenada","0430","Grenada",12071
"G2800450","1880","Mississippi","280","Hancock","0450","Hancock",6439
"G2800470","1880","Mississippi","280","Harrison","0470","Harrison",7895
"G2800490","1880","Mississippi","280","Hinds","0490","Hinds",43958
"G2800510","1880","Mississippi","280","Holmes","0510","Holmes",27164
"G2800550","1880","Mississippi","280","Issaquena","0550","Issaquena",10004
"G2800570","1880","Mississippi","280","Itawamba","0570","Itawamba",10663
"G2800590","1880","Mississippi","280","Jackson","0590","Jackson",7607
"G2800610","1880","Mississippi","280","Jasper","0610","Jasper",12126
"G2800630","1880","Mississippi","280","Jefferson","0630","Jefferson",17314
"G2800670","1880","Mississippi","280","Jones","0670","Jones",3828
